,Date,Location,Gender
6620,07/16/2011,Mission,M
6621,07/16/2011,Mission,M
6622,08/05/2011,Mission,M
6623,08/25/2011,Mission,M
6624,11/18/2011,Mission,M
6625,12/09/2011,Mission,M
6626,12/22/2011,Mission,M
6627,11/15/2013,Pacific,M
6628,01/09/2011,Mission,M
6629,01/14/2011,Mission,M
6630,11/18/2013,Pacific,M
6631,01/24/2011,Mission,F
6632,11/19/2013,Pacific,M
6633,10/02/2017,Hollywood,M
6634,11/19/2013,Pacific,M
6635,07/15/2018,Newton,M
6636,02/15/2011,Mission,M
6637,02/23/2011,Mission,M
6638,03/10/2011,Mission,M
6639,11/25/2013,Pacific,M
6640,03/12/2011,Mission,M
6641,03/14/2011,Mission,M
6642,03/15/2011,Mission,M
6643,03/26/2011,Mission,M
6644,04/05/2011,Mission,F
6645,04/20/2011,Mission,M
6646,04/20/2011,Mission,M
6647,04/26/2011,Mission,M
6648,04/26/2011,Mission,M
6649,04/27/2011,Mission,M
6650,11/30/2013,Pacific,M
6651,05/04/2011,Mission,M
6652,05/15/2011,Mission,M
6653,05/24/2011,Mission,M
6654,05/26/2011,Mission,M
6655,06/09/2011,Mission,M
6656,06/30/2011,Mission,M
6657,07/13/2011,Mission,M
6658,07/13/2011,Mission,M
6659,07/18/2011,Mission,M
6660,02/05/2013,N Hollywood,M
6661,02/05/2013,N Hollywood,M
6662,02/15/2013,N Hollywood,M
6663,02/15/2013,N Hollywood,M
6664,03/06/2013,N Hollywood,M
6665,03/08/2013,N Hollywood,M
6666,03/08/2013,N Hollywood,M
6667,03/09/2013,N Hollywood,M
6668,03/16/2013,N Hollywood,F
6669,08/11/2011,Mission,M
6670,03/16/2013,N Hollywood,M
6671,03/21/2013,N Hollywood,M
6672,08/20/2011,Mission,M
6673,08/19/2011,Mission,M
6674,04/19/2013,N Hollywood,M
6675,05/14/2013,N Hollywood,M
6676,05/30/2013,N Hollywood,M
6677,07/25/2013,N Hollywood,M
6678,08/14/2013,N Hollywood,M
6679,09/15/2011,Mission,M
6680,05/21/2018,Hollywood,M
6681,10/11/2011,Mission,F
6682,10/11/2011,Mission,M
6683,09/29/2011,Mission,M
6684,01/07/2013,N Hollywood,M
6685,10/15/2011,Mission,M
6686,01/15/2013,N Hollywood,M
6687,01/15/2013,N Hollywood,M
6688,10/27/2011,Mission,M
6689,10/27/2011,Mission,M
6690,11/01/2011,Mission,M
6691,11/10/2011,Mission,M
6692,12/22/2011,Mission,M
6693,01/19/2013,N Hollywood,M
6694,01/20/2013,N Hollywood,M
6695,04/19/2011,Olympic,M
6696,01/06/2011,Olympic,M
6697,01/06/2011,Olympic,M
6698,01/06/2011,Olympic,M
6699,01/20/2013,N Hollywood,M
6700,01/21/2011,Olympic,M
6701,02/01/2011,Olympic,M
6702,02/02/2011,Olympic,M
6703,01/30/2013,N Hollywood,M
6704,02/11/2011,Olympic,M
6705,02/04/2013,N Hollywood,M
6706,02/15/2011,Olympic,F
6707,02/15/2011,Olympic,M
6708,03/03/2011,Olympic,M
6709,03/31/2011,Olympic,M
6710,04/04/2011,Olympic,M
6711,04/08/2011,Olympic,M
6712,04/16/2011,Olympic,F
6713,04/21/2011,Olympic,M
6714,10/12/2017,Hollywood,M
6715,05/08/2011,Olympic,M
6716,05/13/2011,Olympic,M
6717,05/13/2011,Olympic,M
6718,05/15/2011,Olympic,M
6719,08/16/2011,Olympic,M
6720,09/09/2011,Olympic,M
6721,11/22/2011,Olympic,M
6722,12/08/2011,Olympic,M
6723,02/03/2011,Topanga,M
6724,03/10/2011,Topanga,M
6725,03/15/2011,Topanga,M
6726,07/29/2011,Topanga,F
6727,08/17/2011,Topanga,M
6728,11/09/2011,Topanga,M
6729,12/16/2011,Topanga,M
6730,12/17/2011,Topanga,M
6731,01/06/2011,Topanga,M
6732,01/30/2011,Topanga,M
6733,12/03/2018,N Hollywood,M
6734,01/30/2011,Topanga,M
6735,02/04/2011,Topanga,M
6736,02/04/2011,Topanga,F
6737,02/05/2011,Topanga,M
6738,02/10/2011,Topanga,M
6739,07/21/2010,Central,M
6740,02/12/2011,Topanga,M
6741,02/22/2011,Topanga,F
6742,02/23/2011,Topanga,M
6743,02/26/2011,Topanga,M
6744,03/03/2011,Topanga,M
6745,03/08/2011,Topanga,M
6746,03/09/2011,Topanga,M
6747,03/16/2011,Topanga,M
6748,04/18/2013,N Hollywood,M
6749,04/21/2013,N Hollywood,M
6750,04/21/2013,N Hollywood,M
6751,03/16/2011,Topanga,M
6752,03/30/2011,Topanga,M
6753,03/31/2011,Topanga,M
6754,04/01/2011,Topanga,F
6755,04/05/2011,Topanga,M
6756,04/06/2011,Topanga,M
6757,04/06/2011,Topanga,F
6758,04/06/2011,Topanga,M
6759,04/16/2011,Topanga,M
6760,05/01/2011,Topanga,M
6761,05/04/2011,Topanga,F
6762,05/03/2011,Topanga,M
6763,05/25/2011,Topanga,M
6764,06/01/2011,Topanga,M
6765,07/28/2011,Topanga,M
6766,07/28/2011,Topanga,M
6767,07/28/2011,Topanga,M
6768,07/28/2011,Topanga,M
6769,08/02/2011,Topanga,M
6770,08/10/2011,Topanga,M
6771,08/10/2011,Topanga,M
6772,08/13/2011,Topanga,M
6773,08/17/2011,Topanga,M
6774,08/17/2011,Topanga,M
6775,08/23/2011,Topanga,M
6776,08/29/2011,Topanga,M
6777,09/16/2011,Topanga,M
6778,09/16/2011,Topanga,F
6779,09/21/2011,Topanga,M
6780,09/28/2011,Topanga,M
6781,11/16/2017,Hollywood,M
6782,10/08/2011,Topanga,F
6783,10/21/2011,Topanga,M
6784,11/10/2011,Topanga,M
6785,11/30/2011,Topanga,M
6786,12/11/2011,Topanga,M
6787,12/11/2011,Topanga,M
6788,12/23/2011,Topanga,M
6789,12/29/2011,Topanga,M
6790,01/08/2012,Central,M
6791,12/29/2011,Central,M
6792,01/15/2012,Central,M
6793,01/28/2012,Central,M
6794,01/28/2012,Central,M
6795,04/17/2012,Central,M
6796,04/27/2012,Central,M
6797,05/03/2012,Central,F
6798,05/10/2012,Central,M
6799,05/27/2012,Central,M
6800,06/13/2012,Central,M
6801,06/20/2012,Central,M
6802,06/29/2012,Central,M
6803,07/05/2012,Central,M
6804,07/09/2012,Central,M
6805,07/12/2012,Central,M
6806,07/15/2012,Central,M
6807,07/25/2012,Central,M
6808,07/25/2012,Central,M
6809,07/31/2012,Central,F
6810,08/13/2012,Central,M
6811,08/20/2012,Central,M
6812,09/23/2012,Central,M
6813,10/21/2012,Central,M
6814,10/21/2012,Central,M
6815,10/21/2012,Central,M
6816,10/27/2012,Central,M
6817,10/29/2012,Central,M
6818,11/02/2012,Central,M
6819,11/13/2012,Central,M
6820,11/28/2012,Central,M
6821,12/10/2012,Central,M
6822,12/15/2012,Central,M
6823,12/22/2012,Central,M
6824,12/22/2012,Central,F
6825,12/24/2012,Central,M
6826,12/29/2012,Central,M
6827,01/02/2012,Rampart,M
6828,07/05/2013,N Hollywood,M
6829,02/10/2012,Rampart,M
6830,10/12/2012,Rampart,M
6831,10/12/2012,Rampart,M
6832,12/08/2012,Rampart,M
6833,03/27/2012,Southwest,M
6834,01/03/2012,Southwest,M
6835,02/04/2012,Southwest,M
6836,02/21/2012,Southwest,M
6837,02/09/2012,Southwest,M
6838,03/17/2012,Southwest,M
6839,03/27/2012,Southwest,M
6840,04/22/2012,Southwest,M
6841,05/14/2012,Southwest,M
6842,06/13/2012,Southwest,M
6843,09/04/2012,Southwest,M
6844,11/11/2012,Southwest,M
6845,12/26/2012,Southwest,M
6846,07/05/2012,Hollenbeck,M
6847,09/06/2012,Hollenbeck,F
6848,09/06/2012,Hollenbeck,M
6849,07/22/2010,Central,F
6850,01/31/2012,Hollenbeck,M
6851,03/10/2012,Hollenbeck,M
6852,10/22/2012,Hollenbeck,M
6853,07/22/2010,Central,M
6854,07/15/2018,Van Nuys,M
6855,02/06/2012,Harbor,M
6856,08/04/2013,N Hollywood,M
6857,04/07/2012,Harbor,M
6858,04/07/2012,Harbor,M
6859,11/24/2012,Harbor,M
6860,03/27/2012,Harbor,M
6861,09/03/2012,Harbor,M
6862,10/05/2012,Harbor,M
6863,01/12/2012,Hollywood,M
6864,01/13/2012,Hollywood,M
6865,05/20/2012,Hollywood,M
6866,06/16/2012,Hollywood,M
6867,08/18/2012,Hollywood,M
6868,07/07/2018,Topanga,M
6869,08/18/2012,Hollywood,M
6870,10/10/2012,Hollywood,M
6871,11/12/2012,Hollywood,M
6872,09/03/2013,N Hollywood,M
6873,01/06/2012,Hollywood,M
6874,01/11/2012,Hollywood,M
6875,01/28/2012,Hollywood,M
6876,01/30/2012,Hollywood,M
6877,02/02/2012,Hollywood,M
6878,02/09/2012,Hollywood,M
6879,02/17/2012,Hollywood,M
6880,02/27/2012,Hollywood,M
6881,02/27/2012,Hollywood,M
6882,03/15/2012,Hollywood,M
6883,03/19/2012,Hollywood,M
6884,03/22/2012,Hollywood,M
6885,03/25/2012,Hollywood,M
6886,03/30/2012,Hollywood,M
6887,04/01/2012,Hollywood,M
6888,04/05/2012,Hollywood,M
6889,04/06/2012,Hollywood,M
6890,04/22/2012,Hollywood,M
6891,04/24/2012,Hollywood,M
6892,04/24/2012,Hollywood,M
6893,05/02/2012,Hollywood,M
6894,05/02/2012,Hollywood,M
6895,05/09/2012,Hollywood,M
6896,05/12/2012,Hollywood,M
6897,06/04/2012,Hollywood,M
6898,06/28/2012,Hollywood,M
6899,06/28/2012,Hollywood,M
6900,07/08/2012,Hollywood,M
6901,07/08/2012,Hollywood,M
6902,10/12/2013,N Hollywood,F
6903,07/30/2012,Hollywood,M
6904,08/11/2012,Hollywood,M
6905,08/12/2012,Hollywood,M
6906,08/12/2012,Hollywood,M
6907,08/12/2012,Hollywood,M
6908,08/13/2012,Hollywood,M
6909,08/17/2012,Hollywood,M
6910,08/21/2012,Hollywood,M
6911,08/29/2012,Hollywood,M
6912,09/04/2012,Hollywood,M
6913,09/05/2012,Hollywood,F
6914,09/05/2012,Hollywood,M
6915,09/08/2012,Hollywood,M
6916,09/07/2012,Hollywood,M
6917,02/01/2019,Hollywood,M
6918,09/13/2012,Hollywood,M
6919,09/13/2012,Hollywood,F
6920,09/20/2012,Hollywood,M
6921,09/22/2012,Hollywood,M
6922,09/26/2012,Hollywood,M
6923,10/19/2012,Hollywood,M
6924,10/19/2012,Hollywood,M
6925,10/22/2012,Hollywood,M
6926,10/22/2012,Hollywood,M
6927,10/22/2012,Hollywood,M
6928,10/22/2012,Hollywood,M
6929,10/23/2012,Hollywood,M
6930,10/23/2012,Hollywood,M
6931,11/02/2012,Hollywood,M
6932,11/07/2012,Hollywood,M
6933,11/13/2012,Hollywood,M
6934,11/19/2012,Hollywood,M
6935,03/28/2019,Hollywood,M
6936,07/24/2010,Central,M
6937,11/25/2012,Hollywood,M
6938,11/25/2012,Hollywood,M
6939,11/30/2012,Hollywood,M
6940,05/25/2013,Foothill,M
6941,08/05/2013,Foothill,M
6942,12/08/2012,Hollywood,M
6943,02/14/2012,Wilshire,M
6944,05/08/2012,Wilshire,M
6945,02/13/2012,Wilshire,M
6946,01/26/2013,Foothill,M
6947,03/02/2012,Wilshire,M
6948,03/24/2012,Wilshire,F
6949,03/24/2012,Wilshire,M
6950,04/05/2012,Wilshire,M
6951,04/10/2012,Wilshire,M
6952,04/13/2012,Wilshire,M
6953,04/13/2012,Wilshire,M
6954,11/13/2012,Wilshire,M
6955,03/05/2012,West LA,M
6956,03/31/2012,West LA,F
6957,08/22/2012,West LA,M
6958,05/14/2019,Newton,M
6959,08/22/2012,West LA,M
6960,09/18/2012,West LA,M
6961,03/28/2013,Foothill,M
6962,03/28/2013,Foothill,F
6963,09/18/2012,West LA,M
6964,03/30/2013,Foothill,M
6965,02/09/2012,Van Nuys,M
6966,04/17/2012,Van Nuys,M
6967,06/02/2012,Van Nuys,F
6968,08/29/2012,Van Nuys,M
6969,11/24/2012,Van Nuys,M
6970,03/10/2012,West Valley,M
6971,06/26/2012,West Valley,F
6972,07/05/2012,West Valley,M
6973,02/04/2012,Northeast,F
6974,02/13/2019,Hollywood,M
6975,05/25/2012,Northeast,M
6976,01/22/2012,Northeast,M
6977,02/19/2012,Northeast,M
6978,02/24/2012,Northeast,M
6979,05/07/2013,Foothill,M
6980,03/03/2012,Northeast,M
6981,02/28/2012,Northeast,M
6982,03/14/2012,Northeast,M
6983,03/20/2012,Northeast,M
6984,03/21/2012,Northeast,M
6985,04/11/2012,Northeast,M
6986,04/11/2012,Northeast,M
6987,04/11/2012,Northeast,M
6988,06/04/2012,Northeast,F
6989,07/13/2012,Northeast,M
6990,08/08/2012,Northeast,M
6991,08/26/2012,Northeast,M
6992,09/06/2012,Northeast,M
6993,12/06/2012,Northeast,M
6994,07/27/2010,Central,M
6995,12/17/2012,Northeast,M
6996,12/17/2012,Northeast,M
6997,04/29/2012,77th Street,M
6998,01/14/2012,77th Street,F
6999,01/11/2012,77th Street,M
7000,01/31/2012,77th Street,M
7001,02/21/2012,77th Street,M
7002,03/20/2012,77th Street,M
7003,05/13/2012,77th Street,M
7004,06/13/2013,Foothill,M
7005,05/13/2012,77th Street,M
7006,08/12/2012,77th Street,M
7007,07/05/2013,Foothill,M
7008,08/30/2012,77th Street,F
7009,08/28/2012,77th Street,M
7010,09/27/2012,77th Street,M
7011,11/07/2012,77th Street,M
7012,01/02/2012,Newton,M
7013,01/04/2012,Newton,M
7014,01/05/2012,Newton,M
7015,02/17/2012,Newton,M
7016,03/01/2012,Newton,M
7017,03/23/2012,Newton,M
7018,04/05/2012,Newton,F
7019,04/17/2012,Newton,M
7020,04/20/2012,Newton,M
7021,04/20/2012,Newton,M
7022,05/24/2012,Newton,M
7023,05/31/2012,Newton,M
7024,09/04/2013,Foothill,M
7025,12/21/2012,Newton,M
7026,09/22/2012,Pacific,M
7027,12/29/2012,Pacific,M
7028,09/03/2013,Foothill,M
7029,07/20/2018,Olympic,M
7030,06/19/2012,Pacific,M
7031,06/24/2012,Pacific,M
7032,08/02/2012,Pacific,F
7033,09/02/2012,Pacific,M
7034,10/12/2012,Pacific,M
7035,10/01/2013,Foothill,M
7036,11/23/2012,Pacific,M
7037,12/18/2012,Pacific,M
7038,12/26/2012,Pacific,M
7039,01/03/2012,N Hollywood,M
7040,10/18/2013,Foothill,M
7041,07/27/2010,Central,M
7042,10/27/2012,N Hollywood,M
7043,10/27/2012,N Hollywood,M
7044,01/19/2012,N Hollywood,M
7045,01/31/2012,N Hollywood,M
7046,02/03/2012,N Hollywood,M
7047,02/06/2012,N Hollywood,M
7048,03/05/2012,N Hollywood,M
7049,01/18/2019,Hollywood,M
7050,03/13/2012,N Hollywood,M
7051,04/04/2012,N Hollywood,M
7052,11/22/2013,Foothill,M
7053,04/23/2012,N Hollywood,F
7054,07/09/2012,N Hollywood,M
7055,08/10/2012,N Hollywood,F
7056,08/11/2012,N Hollywood,M
7057,03/01/2013,Devonshire,M
7058,05/27/2013,Devonshire,F
7059,09/16/2012,N Hollywood,M
7060,10/09/2012,N Hollywood,M
7061,06/06/2013,Devonshire,F
7062,10/21/2012,N Hollywood,M
7063,10/29/2012,N Hollywood,M
7064,12/12/2013,Devonshire,M
7065,11/22/2012,N Hollywood,F
7066,11/22/2012,N Hollywood,F
7067,11/23/2012,N Hollywood,F
7068,01/07/2013,Devonshire,M
7069,01/05/2012,Foothill,M
7070,01/25/2012,Foothill,M
7071,03/16/2012,Foothill,M
7072,01/22/2013,Devonshire,M
7073,01/31/2013,Devonshire,M
7074,03/17/2019,Hollywood,M
7075,03/16/2012,Foothill,M
7076,02/05/2013,Devonshire,M
7077,03/27/2012,Foothill,M
7078,04/08/2012,Foothill,M
7079,05/15/2012,Foothill,M
7080,05/23/2012,Foothill,M
7081,05/23/2012,Foothill,M
7082,06/26/2012,Foothill,M
7083,07/02/2012,Foothill,F
7084,07/15/2012,Foothill,M
7085,07/30/2012,Foothill,M
7086,08/14/2012,Foothill,M
7087,08/17/2012,Foothill,M
7088,09/09/2012,Foothill,M
7089,09/28/2012,Foothill,M
7090,10/03/2012,Foothill,M
7091,10/17/2012,Foothill,F
7092,11/02/2012,Foothill,M
7093,03/01/2013,Devonshire,F
7094,11/04/2012,Foothill,M
7095,11/04/2012,Foothill,M
7096,12/07/2012,Foothill,M
7097,01/31/2012,Devonshire,F
7098,02/14/2012,Devonshire,M
7099,08/07/2012,Devonshire,M
7100,09/04/2012,Devonshire,M
7101,01/06/2012,Devonshire,F
7102,01/19/2012,Devonshire,M
7103,02/03/2012,Devonshire,M
7104,02/06/2012,Devonshire,M
7105,07/05/2019,Hollywood,M
7106,04/16/2019,Northeast,M
7107,03/20/2013,Devonshire,M
7108,02/06/2012,Devonshire,M
7109,01/16/2019,Hollywood,M
7110,02/26/2012,Devonshire,M
7111,03/10/2012,Devonshire,F
7112,05/10/2012,Devonshire,M
7113,05/10/2012,Devonshire,M
7114,05/16/2012,Devonshire,M
7115,05/24/2012,Devonshire,M
7116,05/30/2012,Devonshire,M
7117,06/12/2012,Devonshire,M
7118,07/16/2012,Devonshire,M
7119,08/29/2012,Devonshire,M
7120,09/10/2012,Devonshire,M
7121,09/13/2012,Devonshire,M
7122,09/19/2012,Devonshire,M
7123,09/19/2012,Devonshire,M
7124,09/24/2012,Devonshire,M
7125,09/25/2012,Devonshire,M
7126,09/25/2012,Devonshire,M
7127,09/25/2012,Devonshire,M
7128,10/10/2012,Devonshire,M
7129,10/10/2012,Devonshire,M
7130,10/23/2012,Devonshire,M
7131,10/23/2012,Devonshire,M
7132,10/23/2012,Devonshire,M
7133,10/24/2012,Devonshire,M
7134,11/01/2012,Devonshire,M
7135,11/06/2012,Devonshire,M
7136,03/08/2019,Hollywood,M
7137,05/05/2013,Devonshire,M
7138,05/07/2013,Devonshire,M
7139,11/06/2012,Devonshire,M
7140,11/06/2012,Devonshire,M
7141,11/11/2012,Devonshire,M
7142,11/20/2012,Devonshire,M
7143,11/23/2012,Devonshire,M
7144,11/27/2012,Devonshire,M
7145,05/17/2013,Devonshire,F
7146,12/04/2012,Devonshire,M
7147,12/12/2012,Devonshire,M
7148,12/12/2012,Devonshire,M
7149,12/13/2012,Devonshire,M
7150,12/18/2012,Devonshire,M
7151,12/27/2012,Devonshire,M
7152,01/06/2012,Southeast,M
7153,05/12/2012,Southeast,M
7154,08/11/2012,Southeast,M
7155,05/24/2013,Devonshire,M
7156,09/01/2012,Southeast,M
7157,01/07/2012,Southeast,M
7158,03/13/2012,Southeast,M
7159,04/09/2012,Southeast,M
7160,03/08/2019,Hollywood,M
7161,05/31/2013,Devonshire,M
7162,06/01/2012,Southeast,M
7163,08/20/2012,Southeast,M
7164,06/02/2013,Devonshire,M
7165,11/02/2012,Southeast,M
7166,02/09/2012,Mission,M
7167,02/09/2012,Mission,M
7168,02/09/2012,Mission,M
7169,02/09/2012,Mission,M
7170,02/09/2012,Mission,M
7171,02/19/2012,Mission,M
7172,03/07/2012,Mission,M
7173,03/07/2012,Mission,M
7174,03/10/2012,Mission,M
7175,03/14/2012,Mission,F
7176,04/12/2012,Mission,M
7177,04/19/2012,Mission,M
7178,06/12/2013,Devonshire,M
7179,05/09/2012,Mission,M
7180,11/29/2012,Mission,M
7181,12/14/2012,Mission,M
7182,01/09/2012,Mission,M
7183,01/17/2012,Mission,M
7184,01/19/2012,Mission,M
7185,01/19/2012,Mission,F
7186,01/26/2012,Mission,M
7187,01/28/2012,Mission,M
7188,01/31/2012,Mission,F
7189,02/11/2012,Mission,F
7190,02/13/2012,Mission,M
7191,01/30/2012,Mission,M
7192,07/03/2013,Devonshire,F
7193,02/22/2012,Mission,M
7194,02/16/2012,Mission,M
7195,02/23/2012,Mission,M
7196,02/29/2012,Mission,M
7197,03/01/2012,Mission,F
7198,03/07/2012,Mission,M
7199,07/05/2019,Hollywood,M
7200,07/17/2013,Devonshire,F
7201,03/27/2012,Mission,F
7202,04/05/2012,Mission,M
7203,04/05/2012,Mission,M
7204,04/05/2012,Mission,M
7205,04/17/2012,Mission,M
7206,04/17/2012,Mission,M
7207,04/17/2012,Mission,M
7208,04/17/2012,Mission,M
7209,04/07/2012,Mission,M
7210,07/31/2013,Devonshire,M
7211,04/07/2012,Mission,F
7212,04/20/2012,Mission,M
7213,05/02/2012,Mission,M
7214,08/03/2013,Devonshire,M
7215,05/08/2012,Mission,M
7216,05/08/2012,Mission,M
7217,05/10/2012,Mission,M
7218,05/16/2012,Mission,M
7219,05/16/2012,Mission,M
7220,06/14/2012,Mission,M
7221,08/12/2013,Devonshire,M
7222,08/16/2013,Devonshire,M
7223,06/22/2012,Mission,M
7224,06/22/2012,Mission,F
7225,06/27/2012,Mission,M
7226,08/21/2013,Devonshire,M
7227,06/27/2012,Mission,M
7228,08/09/2012,Mission,M
7229,08/10/2012,Mission,M
7230,09/06/2012,Mission,M
7231,01/16/2019,Hollywood,M
7232,10/01/2012,Mission,F
7233,10/11/2012,Mission,M
7234,10/24/2012,Mission,M
7235,10/26/2012,Mission,M
7236,11/11/2012,Mission,M
7237,11/27/2012,Mission,F
7238,12/18/2012,Mission,M
7239,12/18/2012,Mission,F
7240,12/18/2012,Mission,F
7241,12/18/2012,Mission,M
7242,01/12/2012,Olympic,M
7243,01/25/2012,Olympic,M
7244,01/25/2012,Olympic,M
7245,03/16/2012,Olympic,M
7246,03/17/2012,Olympic,M
7247,04/15/2012,Olympic,M
7248,10/13/2013,Devonshire,F
7249,09/20/2012,Olympic,M
7250,01/16/2019,Hollywood,M
7251,09/30/2012,Olympic,M
7252,10/02/2012,Olympic,M
7253,10/27/2012,Olympic,M
7254,12/13/2012,Olympic,M
7255,11/09/2013,Devonshire,M
7256,09/21/2012,Topanga,M
7257,01/04/2012,Topanga,M
7258,01/05/2012,Topanga,M
7259,01/10/2012,Topanga,M
7260,01/13/2012,Topanga,M
7261,01/24/2012,Topanga,M
7262,03/03/2012,Topanga,M
7263,03/15/2012,Topanga,M
7264,03/28/2012,Topanga,M
7265,04/03/2012,Topanga,M
7266,12/02/2013,Devonshire,M
7267,04/17/2012,Topanga,M
7268,04/14/2012,Topanga,M
7269,04/28/2012,Topanga,M
7270,05/01/2012,Topanga,M
7271,05/02/2012,Topanga,M
7272,05/02/2012,Topanga,M
7273,12/19/2013,Devonshire,M
7274,05/16/2012,Topanga,F
7275,05/31/2012,Topanga,M
7276,05/31/2012,Topanga,M
7277,06/13/2012,Topanga,M
7278,06/14/2012,Topanga,M
7279,06/21/2012,Topanga,M
7280,03/19/2013,Southeast,M
7281,06/23/2012,Topanga,M
7282,08/27/2013,Southeast,M
7283,10/04/2013,Southeast,M
7284,07/05/2012,Topanga,M
7285,07/05/2012,Topanga,M
7286,09/01/2012,Topanga,M
7287,09/01/2012,Topanga,M
7288,09/11/2012,Topanga,M
7289,09/19/2012,Topanga,M
7290,09/30/2012,Topanga,M
7291,01/30/2013,Southeast,M
7292,10/05/2012,Topanga,M
7293,02/14/2013,Southeast,F
7294,02/14/2013,Southeast,M
7295,10/13/2012,Topanga,F
7296,10/13/2012,Topanga,M
7297,02/26/2013,Southeast,M
7298,02/28/2013,Southeast,M
7299,10/13/2012,Topanga,M
7300,10/15/2012,Topanga,F
7301,11/24/2012,Topanga,M
7302,11/27/2012,Topanga,M
7303,11/27/2012,Topanga,M
7304,12/06/2012,Topanga,M
7305,04/11/2013,Southeast,M
7306,02/25/2013,Central,M
7307,03/26/2013,Central,F
7308,05/25/2013,Central,M
7309,06/15/2013,Central,F
7310,01/11/2013,Central,M
7311,05/21/2013,Southeast,M
7312,05/25/2013,Southeast,M
7313,01/16/2013,Central,F
7314,01/30/2013,Central,M
7315,02/01/2013,Central,M
7316,02/08/2013,Central,M
7317,03/04/2013,Central,M
7318,03/05/2013,Central,M
7319,03/22/2013,Central,M
7320,04/15/2013,Central,F
7321,07/21/2013,Southeast,M
7322,07/27/2013,Southeast,M
7323,07/30/2013,Southeast,M
7324,04/22/2013,Central,M
7325,04/26/2013,Central,M
7326,05/04/2013,Central,M
7327,05/09/2013,Central,M
7328,05/17/2013,Central,M
7329,06/02/2013,Central,M
7330,10/25/2013,Southeast,M
7331,11/05/2013,Southeast,M
7332,06/03/2013,Central,M
7333,07/06/2013,Central,M
7334,07/19/2013,Central,M
7335,08/01/2013,Central,M
7336,12/03/2013,Southeast,F
7337,12/03/2013,Southeast,F
7338,08/23/2013,Central,M
7339,10/06/2013,Central,M
7340,11/08/2013,Central,M
7341,11/21/2013,Central,F
7342,01/12/2013,Mission,M
7343,03/15/2013,Mission,M
7344,04/08/2013,Mission,F
7345,12/25/2013,Central,F
7346,04/09/2013,Mission,M
7347,04/19/2013,Mission,M
7348,04/19/2013,Mission,M
7349,05/22/2013,Mission,F
7350,05/22/2013,Mission,M
7351,06/01/2013,Mission,M
7352,12/25/2013,Central,M
7353,06/01/2013,Mission,M
7354,07/11/2013,Mission,M
7355,07/14/2013,Mission,F
7356,02/21/2013,Rampart,M
7357,08/02/2013,Mission,M
7358,04/06/2013,Rampart,M
7359,10/27/2013,Mission,M
7360,05/08/2013,Rampart,F
7361,05/18/2013,Rampart,M
7362,01/07/2013,Mission,M
7363,06/18/2013,Rampart,M
7364,07/09/2013,Rampart,M
7365,07/10/2013,Rampart,M
7366,08/16/2013,Rampart,M
7367,09/17/2013,Rampart,M
7368,09/23/2013,Rampart,F
7369,01/15/2013,Mission,M
7370,10/16/2013,Rampart,M
7371,03/02/2013,Southwest,M
7372,03/22/2013,Southwest,M
7373,07/20/2018,Olympic,M
7374,11/04/2013,Southwest,M
7375,04/22/2013,Southwest,M
7376,09/09/2013,Southwest,M
7377,11/08/2013,Southwest,M
7378,11/13/2013,Southwest,M
7379,12/02/2013,Southwest,M
7380,01/30/2013,Mission,M
7381,08/22/2013,Hollenbeck,F
7382,12/01/2013,Harbor,M
7383,09/23/2013,Harbor,M
7384,03/16/2013,Hollywood,M
7385,04/13/2013,Hollywood,M
7386,04/20/2013,Hollywood,M
7387,07/06/2013,Hollywood,M
7388,07/10/2013,Hollywood,F
7389,12/28/2013,Hollywood,M
7390,01/05/2013,Hollywood,M
7391,01/09/2013,Hollywood,M
7392,01/16/2013,Hollywood,M
7393,01/29/2013,Hollywood,F
7394,01/29/2013,Hollywood,M
7395,02/23/2013,Hollywood,M
7396,03/27/2013,Hollywood,M
7397,03/29/2013,Hollywood,M
7398,04/09/2013,Hollywood,M
7399,04/09/2013,Hollywood,M
7400,02/01/2019,Hollywood,M
7401,04/10/2013,Hollywood,M
7402,05/03/2013,Hollywood,M
7403,05/06/2013,Hollywood,M
7404,05/15/2013,Hollywood,M
7405,05/15/2013,Hollywood,M
7406,05/21/2013,Hollywood,M
7407,03/14/2013,Mission,M
7408,03/17/2013,Mission,M
7409,05/21/2013,Hollywood,M
7410,05/22/2013,Hollywood,M
7411,06/03/2013,Hollywood,M
7412,06/03/2013,Hollywood,M
7413,06/04/2013,Hollywood,M
7414,06/04/2013,Hollywood,M
7415,06/04/2013,Hollywood,M
7416,06/20/2013,Hollywood,M
7417,07/17/2013,Hollywood,F
7418,07/20/2013,Hollywood,M
7419,08/07/2013,Hollywood,M
7420,08/07/2013,Hollywood,M
7421,09/07/2013,Hollywood,M
7422,09/08/2013,Hollywood,M
7423,09/09/2013,Hollywood,M
7424,09/10/2013,Hollywood,M
7425,03/08/2019,Hollywood,F
7426,09/10/2013,Hollywood,M
7427,09/10/2013,Hollywood,M
7428,09/10/2013,Hollywood,M
7429,09/10/2013,Hollywood,M
7430,09/18/2013,Hollywood,M
7431,10/04/2013,Hollywood,M
7432,10/10/2013,Hollywood,M
7433,10/10/2013,Hollywood,M
7434,10/10/2013,Hollywood,M
7435,10/30/2013,Hollywood,M
7436,04/11/2013,Mission,M
7437,11/25/2013,Hollywood,M
