,Date,Location,Gender
19463,12/31/2013,Mission,M
19464,06/15/2014,Hollywood,M
19465,12/31/2013,Southwest,M
19466,10/25/2010,Southwest,M
19467,12/31/2013,Van Nuys,M
19468,12/31/2013,Wilshire,M
19469,10/25/2010,Southwest,M
19470,01/01/2014,Southeast,M
19471,01/01/2014,Southeast,M
19472,10/27/2010,Southwest,M
19473,01/02/2014,Southwest,F
19474,01/02/2014,Southeast,M
19475,01/02/2014,Pacific,M
19476,10/27/2010,Southwest,M
19477,01/03/2014,Foothill,M
19478,10/27/2010,Southwest,M
19479,01/03/2014,Wilshire,M
19480,01/03/2014,Mission,M
19481,10/27/2010,Southwest,M
19482,01/03/2014,Pacific,M
19483,01/04/2014,Rampart,M
19484,01/04/2014,Wilshire,M
19485,01/05/2014,Mission,M
19486,01/05/2014,Hollenbeck,M
19487,01/06/2014,Hollywood,M
19488,01/05/2014,Pacific,M
19489,01/06/2014,Central,M
19490,10/28/2010,Southwest,M
19491,01/08/2014,Hollywood,M
19492,01/08/2014,Mission,M
19493,01/08/2014,West Valley,M
19494,01/08/2014,West Valley,M
19495,01/08/2014,Northeast,M
19496,01/08/2014,Mission,M
19497,01/08/2014,Mission,M
19498,01/09/2014,Wilshire,M
19499,01/09/2014,Harbor,M
19500,01/09/2014,Southeast,M
19501,01/09/2014,Southeast,F
19502,01/09/2014,Pacific,M
19503,01/09/2014,Foothill,M
19504,01/10/2014,Mission,M
19505,01/10/2014,Central,M
19506,01/10/2014,Northeast,M
19507,01/10/2014,Central,M
19508,01/10/2014,West LA,M
19509,01/10/2014,Olympic,M
19510,01/10/2014,Harbor,M
19511,01/10/2014,Harbor,M
19512,01/10/2014,Harbor,M
19513,01/11/2014,Mission,F
19514,01/12/2014,West LA,M
19515,01/12/2014,Hollywood,M
19516,01/12/2014,Pacific,F
19517,01/13/2014,Devonshire,M
19518,01/14/2014,Northeast,M
19519,01/14/2014,Southeast,M
19520,01/14/2014,Central,M
19521,01/14/2014,Foothill,M
19522,01/14/2014,Topanga,M
19523,01/14/2014,Central,M
19524,01/14/2014,Van Nuys,M
19525,12/10/2010,Southwest,M
19526,01/14/2014,Van Nuys,M
19527,01/15/2014,West Valley,M
19528,01/15/2014,Southeast,M
19529,01/15/2014,Olympic,M
19530,01/15/2014,Olympic,M
19531,01/15/2014,Pacific,M
19532,01/15/2014,Mission,M
19533,01/15/2014,Mission,M
19534,01/16/2014,Foothill,M
19535,01/16/2014,Southeast,M
19536,01/17/2014,Van Nuys,M
19537,01/17/2014,Northeast,M
19538,01/17/2014,Wilshire,M
19539,01/17/2014,Wilshire,M
19540,01/17/2014,Central,M
19541,01/18/2014,Southeast,M
19542,01/18/2014,Wilshire,M
19543,01/19/2014,Northeast,M
19544,01/19/2014,Southeast,M
19545,01/20/2014,Central,M
19546,01/20/2014,Pacific,M
19547,01/20/2014,Southwest,M
19548,01/20/2014,Central,M
19549,01/21/2014,Van Nuys,M
19550,01/21/2014,Hollywood,M
19551,01/21/2014,77th Street,M
19552,01/21/2014,Van Nuys,M
19553,10/31/2010,Southwest,M
19554,01/21/2014,Pacific,M
19555,01/22/2014,Hollywood,F
19556,01/22/2014,77th Street,M
19557,01/22/2014,Pacific,M
19558,01/22/2014,Newton,M
19559,01/22/2014,Central,M
19560,01/23/2014,Mission,M
19561,01/23/2014,Southeast,M
19562,01/23/2014,Wilshire,M
19563,01/23/2014,Van Nuys,M
19564,01/23/2014,Foothill,M
19565,01/23/2014,West Valley,M
19566,01/23/2014,Mission,M
19567,01/24/2014,Rampart,M
19568,01/24/2014,West Valley,M
19569,01/24/2014,West Valley,F
19570,01/24/2014,Hollywood,M
19571,01/24/2014,Hollywood,M
19572,01/24/2014,Wilshire,M
19573,01/25/2014,Central,M
19574,01/25/2014,Devonshire,M
19575,01/26/2014,Hollywood,F
19576,01/27/2014,Mission,M
19577,01/27/2014,N Hollywood,M
19578,01/27/2014,Mission,M
19579,01/28/2014,West Valley,M
19580,01/28/2014,Foothill,M
19581,01/28/2014,Olympic,M
19582,01/28/2014,N Hollywood,M
19583,01/28/2014,N Hollywood,M
19584,01/28/2014,N Hollywood,M
19585,01/28/2014,Devonshire,M
19586,01/28/2014,Pacific,M
19587,01/28/2014,Pacific,M
19588,01/29/2014,Pacific,M
19589,01/29/2014,Harbor,M
19590,01/29/2014,West LA,M
19591,01/29/2014,77th Street,M
19592,01/29/2014,77th Street,M
19593,01/30/2014,Mission,M
19594,01/30/2014,Hollenbeck,M
19595,01/30/2014,Hollywood,M
19596,01/30/2014,Mission,M
19597,01/31/2014,Northeast,M
19598,01/31/2014,Hollywood,M
19599,01/31/2014,Hollenbeck,M
19600,01/31/2014,Olympic,M
19601,01/31/2014,Olympic,M
19602,01/31/2014,77th Street,M
19603,01/31/2014,77th Street,M
19604,01/31/2014,77th Street,M
19605,01/31/2014,77th Street,M
19606,11/05/2010,Southwest,M
19607,02/01/2014,Olympic,M
19608,02/03/2014,Newton,M
19609,02/03/2014,Hollenbeck,M
19610,02/04/2014,Hollywood,M
19611,02/04/2014,Rampart,M
19612,02/04/2014,Topanga,M
19613,02/04/2014,Wilshire,M
19614,02/05/2014,Wilshire,M
19615,02/05/2014,Newton,M
19616,02/06/2014,Central,M
19617,02/06/2014,Van Nuys,M
19618,02/06/2014,Southeast,M
19619,02/06/2014,Southeast,M
19620,02/06/2014,Devonshire,M
19621,02/06/2014,Devonshire,M
19622,02/06/2014,Pacific,M
19623,02/06/2014,Pacific,F
19624,02/06/2014,Wilshire,F
19625,02/06/2014,Wilshire,M
19626,02/06/2014,Northeast,M
19627,02/07/2014,Pacific,M
19628,02/07/2014,77th Street,M
19629,02/07/2014,Harbor,M
19630,02/07/2014,Central,M
19631,02/08/2014,Devonshire,M
19632,02/08/2014,N Hollywood,M
19633,02/08/2014,Olympic,M
19634,02/09/2014,Devonshire,M
19635,02/09/2014,Northeast,M
19636,02/10/2014,Southwest,F
19637,02/10/2014,Foothill,M
19638,02/10/2014,Van Nuys,M
19639,02/11/2014,Foothill,M
19640,02/11/2014,Devonshire,M
19641,02/11/2014,Van Nuys,M
19642,02/11/2014,Mission,M
19643,02/12/2014,Mission,M
19644,02/12/2014,Devonshire,M
19645,02/12/2014,Rampart,M
19646,02/12/2014,77th Street,M
19647,02/12/2014,Southeast,M
19648,02/12/2014,Van Nuys,M
19649,02/13/2014,Van Nuys,M
19650,02/13/2014,Hollywood,M
19651,02/13/2014,Hollywood,F
19652,02/14/2014,Central,M
19653,02/14/2014,Wilshire,M
19654,02/15/2014,Hollywood,M
19655,02/16/2014,Southeast,M
19656,02/16/2014,Mission,M
19657,02/16/2014,77th Street,F
19658,02/16/2014,Foothill,M
19659,02/16/2014,Foothill,M
19660,02/17/2014,77th Street,M
19661,02/17/2014,77th Street,M
19662,02/17/2014,77th Street,M
19663,02/17/2014,77th Street,M
19664,02/17/2014,77th Street,M
19665,11/17/2010,Southwest,M
19666,11/18/2010,Southwest,M
19667,02/17/2014,West Valley,M
19668,02/18/2014,West Valley,M
19669,02/18/2014,Harbor,M
19670,02/18/2014,Pacific,M
19671,02/18/2014,Pacific,M
19672,02/18/2014,Pacific,M
19673,02/18/2014,Rampart,M
19674,02/19/2014,Devonshire,M
19675,02/19/2014,Wilshire,M
19676,02/20/2014,77th Street,M
19677,02/20/2014,Pacific,M
19678,02/20/2014,Central,M
19679,02/20/2014,Pacific,M
19680,02/20/2014,N Hollywood,M
19681,02/21/2014,Topanga,M
19682,02/21/2014,Pacific,M
19683,02/21/2014,Mission,M
19684,02/22/2014,Hollywood,M
19685,02/22/2014,Foothill,M
19686,02/23/2014,Southeast,M
19687,02/24/2014,Pacific,M
19688,02/24/2014,Devonshire,M
19689,02/25/2014,Northeast,F
19690,02/25/2014,Hollywood,F
19691,02/25/2014,77th Street,M
19692,02/26/2014,Pacific,F
19693,02/26/2014,Olympic,M
19694,02/26/2014,Northeast,M
19695,02/26/2014,Northeast,M
19696,02/26/2014,Northeast,M
19697,02/27/2014,Devonshire,M
19698,02/27/2014,N Hollywood,M
19699,02/27/2014,77th Street,M
19700,02/27/2014,77th Street,M
19701,02/27/2014,N Hollywood,M
19702,02/27/2014,Newton,M
19703,02/27/2014,77th Street,M
19704,02/27/2014,77th Street,M
19705,02/28/2014,Devonshire,M
19706,02/28/2014,77th Street,M
19707,02/28/2014,Southwest,M
19708,03/01/2014,N Hollywood,M
19709,03/01/2014,Devonshire,M
19710,03/02/2014,Van Nuys,M
19711,03/02/2014,Van Nuys,M
19712,03/03/2014,West Valley,M
19713,03/03/2014,Hollywood,M
19714,03/03/2014,Devonshire,M
19715,03/04/2014,West Valley,M
19716,03/04/2014,Southeast,M
19717,03/04/2014,N Hollywood,M
19718,03/04/2014,Foothill,M
19719,03/05/2014,Foothill,M
19720,03/05/2014,Northeast,M
19721,03/05/2014,Northeast,M
19722,03/05/2014,Devonshire,M
19723,03/06/2014,Van Nuys,M
19724,03/06/2014,Hollywood,M
19725,03/06/2014,Hollywood,M
19726,03/06/2014,Southeast,M
19727,03/06/2014,Hollywood,M
19728,03/06/2014,Rampart,M
19729,03/06/2014,West Valley,M
19730,03/06/2014,Hollenbeck,M
19731,03/07/2014,77th Street,M
19732,03/07/2014,Newton,M
19733,03/07/2014,Foothill,M
19734,03/08/2014,Pacific,M
19735,03/08/2014,Mission,M
19736,03/08/2014,Van Nuys,M
19737,03/10/2014,Devonshire,M
19738,03/10/2014,Van Nuys,M
19739,03/10/2014,Pacific,M
19740,03/11/2014,Southeast,M
19741,03/11/2014,Southeast,M
19742,03/11/2014,Southeast,M
19743,03/11/2014,Central,M
19744,03/12/2014,Newton,M
19745,03/13/2014,Olympic,M
19746,11/28/2010,Southwest,M
19747,03/13/2014,Newton,M
19748,03/13/2014,77th Street,M
19749,03/13/2014,Newton,M
19750,03/13/2014,77th Street,M
19751,03/13/2014,Hollenbeck,M
19752,03/13/2014,Northeast,M
19753,03/14/2014,Mission,M
19754,03/14/2014,77th Street,M
19755,03/14/2014,Wilshire,M
19756,03/14/2014,Olympic,M
19757,03/14/2014,Foothill,M
19758,03/14/2014,Topanga,F
19759,03/14/2014,N Hollywood,M
19760,03/15/2014,Hollywood,M
19761,03/15/2014,Hollywood,M
19762,03/15/2014,N Hollywood,M
19763,03/15/2014,Pacific,M
19764,03/15/2014,Mission,M
19765,03/15/2014,Topanga,M
19766,03/17/2014,Devonshire,M
19767,03/18/2014,Mission,F
19768,03/18/2014,77th Street,M
19769,03/18/2014,Southwest,M
19770,03/18/2014,Southwest,M
19771,03/18/2014,Olympic,M
19772,03/18/2014,Hollenbeck,M
19773,03/19/2014,Rampart,M
19774,03/19/2014,77th Street,M
19775,03/19/2014,Mission,M
19776,03/20/2014,Southwest,M
19777,03/20/2014,Van Nuys,M
19778,11/30/2010,Southwest,M
19779,03/20/2014,Pacific,M
19780,03/20/2014,Pacific,M
19781,03/20/2014,Pacific,M
19782,03/21/2014,Olympic,F
19783,03/21/2014,Northeast,M
19784,03/21/2014,Topanga,M
19785,12/08/2010,Southwest,F
19786,03/21/2014,Hollywood,M
19787,03/22/2014,Van Nuys,M
19788,03/22/2014,Newton,M
19789,12/09/2010,Southwest,M
19790,03/23/2014,Southeast,M
19791,03/23/2014,Pacific,M
19792,03/24/2014,N Hollywood,M
19793,03/24/2014,Newton,M
19794,03/24/2014,Newton,M
19795,03/24/2014,Newton,M
19796,03/25/2014,Central,M
19797,03/25/2014,Foothill,F
19798,03/25/2014,Foothill,M
19799,03/25/2014,Foothill,M
19800,03/25/2014,Foothill,F
19801,03/25/2014,Foothill,M
19802,03/25/2014,Foothill,M
19803,03/25/2014,Foothill,M
19804,03/25/2014,Foothill,M
19805,03/25/2014,Foothill,F
19806,03/25/2014,Foothill,F
19807,03/25/2014,Foothill,F
19808,03/25/2014,Foothill,F
19809,03/25/2014,Foothill,M
19810,03/26/2014,West Valley,M
19811,03/26/2014,Devonshire,M
19812,03/26/2014,N Hollywood,M
19813,03/26/2014,West Valley,M
19814,03/26/2014,Newton,M
19815,03/26/2014,Topanga,M
19816,03/26/2014,Hollywood,M
19817,03/26/2014,Hollywood,M
19818,03/26/2014,Southeast,M
19819,03/26/2014,Newton,M
19820,03/26/2014,Newton,M
19821,03/26/2014,Topanga,M
19822,03/26/2014,Topanga,M
19823,03/27/2014,Pacific,M
19824,03/27/2014,Hollywood,F
19825,03/27/2014,Topanga,M
19826,03/27/2014,Northeast,M
19827,03/27/2014,Southeast,M
19828,03/27/2014,Mission,M
19829,03/27/2014,Southeast,F
19830,03/27/2014,Southeast,F
19831,03/27/2014,Southeast,F
19832,03/27/2014,Southeast,F
19833,03/27/2014,Pacific,M
19834,03/28/2014,Van Nuys,F
19835,03/28/2014,Southwest,M
19836,03/28/2014,Olympic,M
19837,03/29/2014,N Hollywood,M
19838,03/29/2014,Harbor,M
19839,03/29/2014,Southeast,M
19840,03/29/2014,Southeast,M
19841,03/29/2014,N Hollywood,M
19842,03/30/2014,Central,M
19843,03/30/2014,Mission,M
19844,03/31/2014,Northeast,M
19845,04/01/2014,Newton,M
19846,04/01/2014,Newton,M
19847,04/01/2014,Topanga,M
19848,04/03/2014,Mission,F
19849,04/03/2014,Southeast,M
19850,04/03/2014,Harbor,M
19851,04/03/2014,Foothill,M
19852,04/03/2014,Harbor,M
19853,04/03/2014,Southeast,M
19854,04/03/2014,Hollywood,M
19855,04/04/2014,N Hollywood,M
19856,04/04/2014,West LA,M
19857,04/04/2014,Foothill,M
19858,04/04/2014,Southwest,M
19859,04/04/2014,Harbor,M
19860,04/04/2014,Topanga,M
19861,04/05/2014,Harbor,M
19862,04/05/2014,Central,M
19863,04/05/2014,Pacific,M
19864,04/05/2014,Pacific,M
19865,04/06/2014,Pacific,M
19866,04/07/2014,Pacific,M
19867,04/07/2014,Van Nuys,M
19868,04/07/2014,N Hollywood,M
19869,04/08/2014,77th Street,M
19870,04/08/2014,Pacific,F
19871,04/08/2014,Van Nuys,F
19872,04/08/2014,77th Street,M
19873,04/08/2014,77th Street,M
19874,04/08/2014,77th Street,M
19875,04/08/2014,77th Street,M
19876,04/08/2014,77th Street,M
19877,04/08/2014,Central,M
19878,04/08/2014,Harbor,M
19879,04/08/2014,Harbor,M
19880,04/09/2014,Southeast,M
19881,04/09/2014,Southeast,M
19882,04/09/2014,Southeast,M
19883,04/09/2014,Southeast,M
19884,04/09/2014,Foothill,M
19885,04/10/2014,West Valley,F
19886,04/10/2014,Hollywood,M
19887,04/10/2014,Hollywood,M
19888,04/10/2014,Hollywood,M
19889,04/10/2014,Newton,M
19890,04/10/2014,Pacific,M
19891,04/10/2014,Hollywood,M
19892,04/10/2014,77th Street,M
19893,12/22/2010,Southwest,M
19894,04/12/2014,Pacific,M
19895,12/29/2010,Southwest,M
19896,04/14/2014,Van Nuys,M
19897,04/14/2014,Wilshire,M
19898,04/15/2014,Mission,M
19899,04/15/2014,Mission,F
19900,04/15/2014,Mission,F
19901,04/15/2014,Southeast,M
19902,04/15/2014,Mission,M
19903,04/15/2014,77th Street,M
19904,04/15/2014,Central,M
19905,04/16/2014,Northeast,M
19906,04/16/2014,Devonshire,M
19907,04/16/2014,Van Nuys,M
19908,04/16/2014,Van Nuys,M
19909,04/16/2014,Hollywood,M
19910,04/17/2014,Harbor,M
19911,04/17/2014,N Hollywood,M
19912,04/17/2014,Van Nuys,M
19913,04/17/2014,Topanga,M
19914,04/17/2014,Pacific,M
19915,04/17/2014,Olympic,M
19916,04/17/2014,Newton,F
19917,04/18/2014,Mission,M
19918,04/18/2014,Van Nuys,M
19919,04/18/2014,Hollywood,M
19920,04/19/2014,Hollywood,M
19921,04/19/2014,Hollywood,M
19922,04/19/2014,Harbor,M
19923,04/20/2014,Foothill,M
19924,04/21/2014,Topanga,M
19925,04/21/2014,Pacific,F
19926,04/21/2014,Northeast,M
19927,04/22/2014,Newton,M
19928,04/22/2014,Central,F
19929,04/22/2014,Newton,M
19930,04/22/2014,Newton,M
19931,04/22/2014,77th Street,M
19932,04/22/2014,Central,F
19933,04/22/2014,Southeast,M
19934,04/23/2014,N Hollywood,M
19935,04/23/2014,Devonshire,M
19936,04/23/2014,Wilshire,M
19937,04/23/2014,77th Street,M
19938,04/24/2014,N Hollywood,M
19939,04/24/2014,Van Nuys,M
19940,04/24/2014,Newton,M
19941,04/24/2014,Hollywood,M
19942,04/25/2014,Mission,M
19943,02/20/2010,Hollenbeck,M
19944,04/25/2014,Van Nuys,M
19945,04/26/2014,Hollenbeck,M
19946,04/26/2014,Mission,F
19947,04/26/2014,Foothill,M
19948,04/26/2014,Mission,M
19949,04/26/2014,West LA,M
19950,04/27/2014,Devonshire,M
19951,04/27/2014,N Hollywood,M
19952,04/27/2014,Pacific,M
19953,03/26/2010,Hollenbeck,M
19954,04/28/2014,Pacific,M
19955,04/08/2010,Hollenbeck,F
19956,04/30/2014,N Hollywood,M
19957,04/30/2014,Harbor,M
19958,04/30/2014,77th Street,M
19959,04/30/2014,Southeast,M
19960,04/30/2014,Pacific,M
19961,04/30/2014,Northeast,M
19962,04/30/2014,Mission,M
19963,04/30/2014,Mission,M
19964,04/30/2014,N Hollywood,M
19965,05/01/2014,77th Street,M
19966,05/01/2014,Central,M
19967,05/01/2014,Topanga,M
19968,05/01/2014,Pacific,M
19969,05/01/2014,Van Nuys,M
19970,05/01/2014,Central,M
19971,05/01/2014,Pacific,M
19972,05/02/2014,Newton,M
19973,05/02/2014,West Valley,M
19974,05/02/2014,Newton,M
19975,05/03/2014,Mission,M
19976,05/03/2014,Topanga,M
19977,05/03/2014,Rampart,M
19978,05/02/2010,Hollenbeck,M
19979,05/04/2014,Van Nuys,M
19980,05/06/2014,Mission,M
19981,05/06/2014,Pacific,M
19982,05/06/2014,Harbor,M
19983,05/07/2014,Olympic,M
19984,05/07/2014,West Valley,M
19985,05/07/2014,West Valley,M
19986,05/07/2014,Southeast,M
19987,05/08/2014,77th Street,M
19988,05/08/2014,Newton,M
19989,05/08/2014,Newton,M
19990,05/08/2014,West Valley,M
19991,05/08/2014,Van Nuys,M
19992,05/08/2014,Hollywood,M
19993,05/08/2014,Southeast,F
19994,05/09/2014,Foothill,M
19995,06/06/2010,Hollenbeck,M
19996,05/10/2014,Pacific,M
19997,05/10/2014,Pacific,M
19998,05/10/2014,77th Street,M
19999,05/11/2014,N Hollywood,M
20000,05/11/2014,N Hollywood,M
20001,05/11/2014,Southeast,M
20002,05/11/2014,Foothill,M
20003,05/12/2014,Hollywood,M
20004,05/12/2014,Van Nuys,M
20005,05/12/2014,Pacific,M
20006,07/28/2010,Hollenbeck,M
20007,05/12/2014,77th Street,M
20008,05/12/2014,Hollywood,M
20009,08/01/2010,Hollenbeck,M
20010,05/13/2014,Wilshire,M
20011,05/13/2014,Northeast,M
20012,05/13/2014,Southeast,M
20013,05/13/2014,Van Nuys,F
20014,05/13/2014,Van Nuys,F
20015,05/13/2014,Central,F
20016,05/14/2014,77th Street,M
20017,05/14/2014,West LA,M
20018,05/14/2014,Wilshire,M
20019,05/14/2014,Northeast,M
20020,05/14/2014,Hollenbeck,M
20021,05/14/2014,Pacific,M
20022,05/14/2014,Hollywood,M
20023,05/14/2014,Southwest,M
20024,05/15/2014,77th Street,M
20025,05/15/2014,Southeast,F
20026,05/15/2014,Hollywood,M
20027,05/15/2014,N Hollywood,M
20028,05/15/2014,77th Street,M
20029,05/15/2014,Van Nuys,M
20030,05/15/2014,Southeast,M
20031,05/15/2014,Harbor,M
20032,05/16/2014,Newton,M
20033,05/16/2014,Newton,M
20034,05/16/2014,Northeast,M
20035,05/16/2014,Northeast,M
20036,05/16/2014,Northeast,M
20037,05/16/2014,West Valley,M
20038,05/16/2014,Rampart,M
20039,05/17/2014,Northeast,M
20040,05/17/2014,Central,M
20041,05/18/2014,Pacific,M
20042,05/19/2014,Hollywood,M
20043,05/19/2014,Hollywood,M
20044,05/19/2014,Mission,M
20045,05/19/2014,Southeast,M
20046,05/20/2014,West Valley,M
20047,05/20/2014,Southeast,M
20048,05/20/2014,Devonshire,M
20049,05/20/2014,Devonshire,M
20050,05/20/2014,Newton,M
20051,05/20/2014,N Hollywood,M
20052,05/21/2014,Devonshire,M
20053,05/21/2014,Newton,M
20054,05/21/2014,N Hollywood,M
20055,05/21/2014,Harbor,M
20056,05/21/2014,Southeast,M
20057,05/21/2014,Topanga,M
20058,05/21/2014,Devonshire,M
20059,05/21/2014,Wilshire,M
20060,05/21/2014,Olympic,M
20061,05/21/2014,Southwest,M
20062,05/22/2014,77th Street,M
20063,05/22/2014,Wilshire,M
20064,05/23/2014,Mission,M
20065,05/23/2014,Pacific,M
20066,05/23/2014,Pacific,M
20067,05/23/2014,Newton,M
20068,05/23/2014,Northeast,M
20069,05/24/2014,N Hollywood,M
20070,05/25/2014,Hollywood,M
20071,10/26/2010,Hollenbeck,M
20072,05/26/2014,West Valley,M
20073,05/26/2014,Van Nuys,M
20074,05/26/2014,Devonshire,F
20075,05/27/2014,77th Street,M
20076,05/27/2014,Northeast,M
20077,05/27/2014,Northeast,F
20078,05/27/2014,Southeast,M
20079,05/27/2014,Central,M
20080,05/28/2014,Southeast,M
20081,05/28/2014,Hollywood,M
20082,05/28/2014,Harbor,M
20083,05/29/2014,Pacific,M
20084,05/29/2014,Devonshire,M
20085,05/29/2014,Van Nuys,M
20086,05/29/2014,77th Street,M
20087,05/30/2014,Mission,M
20088,10/03/2015,Pacific,M
20089,05/30/2014,Devonshire,M
20090,05/30/2014,Hollywood,M
20091,05/30/2014,Hollywood,M
20092,05/31/2014,Mission,M
20093,06/01/2014,Southwest,M
20094,06/02/2014,Northeast,M
20095,06/02/2014,Southeast,M
20096,06/03/2014,Topanga,M
20097,12/01/2010,Hollenbeck,M
20098,06/03/2014,Van Nuys,M
20099,06/03/2014,Wilshire,M
20100,06/03/2014,Hollywood,M
20101,06/04/2014,N Hollywood,M
20102,06/05/2014,West LA,F
20103,06/05/2014,Hollywood,M
20104,06/05/2014,Hollywood,M
20105,06/05/2014,Hollywood,M
20106,06/05/2014,Central,M
20107,06/05/2014,Hollywood,M
20108,06/05/2014,Mission,M
20109,06/06/2014,Pacific,M
20110,06/06/2014,77th Street,M
20111,06/07/2014,Hollywood,M
20112,06/07/2014,Southwest,M
20113,06/07/2014,Pacific,F
20114,06/09/2014,Foothill,M
20115,06/09/2014,Foothill,M
20116,06/10/2014,77th Street,M
20117,06/10/2014,Southeast,M
20118,06/10/2014,N Hollywood,M
20119,06/10/2014,Wilshire,M
20120,06/10/2014,Hollywood,M
20121,06/11/2014,Central,M
20122,06/13/2014,77th Street,M
20123,06/13/2014,Southwest,M
20124,06/13/2014,Pacific,M
20125,06/13/2014,Pacific,F
20126,06/13/2014,Pacific,M
20127,06/13/2014,Pacific,M
20128,06/14/2014,Pacific,M
20129,06/14/2014,Van Nuys,M
20130,06/15/2014,Van Nuys,M
20131,06/17/2014,Pacific,M
20132,06/17/2014,Northeast,M
20133,06/17/2014,West Valley,M
20134,06/17/2014,N Hollywood,F
20135,06/17/2014,N Hollywood,F
20136,06/18/2014,Northeast,M
20137,06/18/2014,Northeast,M
20138,06/18/2014,Northeast,M
20139,06/18/2014,Harbor,M
20140,06/19/2014,Central,M
20141,06/19/2014,Hollywood,M
20142,06/19/2014,Southeast,M
20143,06/19/2014,Harbor,M
20144,06/19/2014,Harbor,M
20145,06/20/2014,Devonshire,M
20146,06/21/2014,Pacific,M
20147,06/21/2014,Pacific,M
20148,06/22/2014,Van Nuys,M
20149,06/22/2014,Van Nuys,M
20150,06/22/2014,Devonshire,M
20151,06/22/2014,Harbor,M
20152,06/23/2014,Foothill,M
20153,06/23/2014,Olympic,M
20154,06/24/2014,N Hollywood,M
20155,06/25/2014,Wilshire,M
20156,06/25/2014,Wilshire,M
20157,06/25/2014,Foothill,M
20158,06/26/2014,Wilshire,M
20159,06/26/2014,Van Nuys,M
20160,06/26/2014,Harbor,M
20161,06/26/2014,Harbor,F
20162,06/26/2014,Southeast,M
20163,06/26/2014,Foothill,M
20164,06/26/2014,Foothill,M
20165,06/26/2014,Hollywood,M
20166,06/26/2014,Foothill,M
20167,06/26/2014,Foothill,M
20168,06/26/2014,Hollywood,M
20169,06/26/2014,77th Street,M
20170,06/27/2014,Wilshire,F
20171,06/26/2014,77th Street,M
20172,09/11/2014,Foothill,M
20173,09/11/2014,Harbor,M
20174,09/11/2014,Southeast,M
20175,09/11/2014,Southeast,M
20176,09/11/2014,Hollywood,M
20177,06/27/2014,Olympic,M
20178,06/27/2014,Harbor,M
20179,06/27/2014,77th Street,M
20180,06/28/2014,Olympic,M
20181,06/28/2014,Wilshire,M
20182,06/29/2014,Northeast,M
20183,06/30/2014,Mission,M
20184,06/30/2014,Southwest,M
20185,06/30/2014,Devonshire,M
20186,07/01/2014,Rampart,M
20187,07/01/2014,Harbor,F
20188,07/01/2014,Harbor,M
20189,07/01/2014,Pacific,M
20190,07/01/2014,Southeast,M
20191,07/02/2014,West Valley,M
20192,07/02/2014,Central,M
20193,07/02/2014,West LA,M
20194,07/02/2014,Central,M
20195,07/03/2014,Pacific,M
20196,07/03/2014,Wilshire,M
20197,09/11/2014,Hollywood,M
20198,09/11/2014,Hollywood,M
20199,09/11/2014,Southeast,M
20200,07/03/2014,Rampart,M
20201,07/03/2014,Northeast,M
20202,07/03/2014,Harbor,M
20203,07/03/2014,Foothill,M
20204,07/04/2014,N Hollywood,M
20205,07/04/2014,Hollywood,M
20206,07/04/2014,Hollenbeck,M
20207,07/04/2014,Harbor,M
20208,07/04/2014,Van Nuys,M
20209,07/04/2014,N Hollywood,M
20210,07/04/2014,Pacific,M
20211,07/04/2014,Newton,M
20212,07/04/2014,Newton,M
20213,07/04/2014,Hollenbeck,M
20214,07/04/2014,Pacific,M
20215,07/05/2014,Southeast,M
20216,07/05/2014,Rampart,M
20217,07/06/2014,Central,M
20218,07/06/2014,Mission,M
20219,07/07/2014,77th Street,M
20220,07/07/2014,West LA,M
20221,07/08/2014,Olympic,M
20222,07/09/2014,Northeast,M
20223,07/09/2014,Southeast,M
20224,07/09/2014,Pacific,M
20225,07/09/2014,Pacific,M
20226,07/09/2014,Wilshire,M
20227,07/09/2014,Pacific,M
20228,07/09/2014,Topanga,M
20229,07/09/2014,Southeast,M
20230,07/10/2014,Devonshire,F
20231,07/10/2014,West Valley,M
20232,07/10/2014,Mission,M
20233,07/10/2014,Foothill,M
20234,07/10/2014,Hollywood,M
20235,07/10/2014,Northeast,M
20236,07/11/2014,77th Street,M
20237,07/11/2014,Wilshire,M
20238,07/12/2014,Hollywood,M
20239,07/12/2014,Central,M
20240,07/12/2014,Hollenbeck,M
20241,07/13/2014,Van Nuys,M
20242,02/01/2010,Hollenbeck,M
20243,07/14/2014,Harbor,M
20244,07/14/2014,Rampart,M
20245,07/14/2014,Newton,M
20246,07/14/2014,Hollywood,M
20247,07/15/2014,Topanga,M
20248,07/15/2014,Central,M
20249,07/15/2014,Newton,M
20250,07/15/2014,West Valley,M
20251,07/15/2014,Central,M
20252,07/15/2014,Southwest,M
20253,07/15/2014,Olympic,F
20254,07/15/2014,Mission,M
20255,07/15/2014,Southeast,M
20256,07/15/2014,Central,M
20257,07/15/2014,Mission,M
20258,07/16/2014,Mission,M
20259,07/16/2014,Harbor,M
20260,07/16/2014,Foothill,M
20261,07/16/2014,Hollywood,M
20262,07/16/2014,Hollywood,M
20263,07/16/2014,Wilshire,M
20264,07/16/2014,Wilshire,M
20265,07/17/2014,Topanga,M
20266,07/17/2014,Olympic,M
20267,07/17/2014,Newton,M
20268,07/17/2014,Hollywood,M
20269,07/17/2014,Hollenbeck,M
20270,07/17/2014,Devonshire,M
20271,07/17/2014,Pacific,M
20272,07/17/2014,77th Street,M
20273,07/17/2014,Harbor,F
